green_space_id,green_space_name,address,bmc_department,ward_code_source,twitter_handle,website,latitude,longitude,source_file,source,coordinate_valid
2414,CTS no 2395/C,,,,,,19.240744,72.866707,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2415,CTS NO.1400-D/,,,,,,19.2600854,72.8621729,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2416,Chatrapati Shivaji Maharaj Kridangan,,,,,,19.261777,72.865397,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2417,CTS no 1161/A,,,,,,19.254482,72.862362,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2418,CTS No.1233/c /5,,,,,,19.244397,72.846304,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2419,CTS No.942A/B,,,,,,19.2494397,72.8463445,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2420,"Pandurang Shastri Athavle CTS No.2567, 2567/5, 2561/B",,,,,,19.24535,72.86871,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2421,"CTS NO 1271/D, 1099(pt)",,,,,,19.245679,72.846163,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2422,"CTS No.83/C,84/B/2",,,,,,19.24776,72.85407,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2423,"Mata Ramabai Ambedkar PG, CTS No.675/6, 675/7",,,,,,19.255126,72.849719,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2424,Shantiniketan,,,,,,19.248407,72.855124,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2425,Baba Amte CTS No.1407/D,,,,,,19.25917,72.859472,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2426,Vinoba Bhave P.G,,,,,,19.253484,72.855302,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2427,Mother Teressa PG CTS No.1235/A,,,,,,19.245679,72.846163,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2428,"PG Meenatai Thakre CTS No.1831/1,1831/3",,,,,,19.24253,72.86307,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2429,PG Lokshahir Vittal Vumap Maidan,,,,,,19.2455496,72.8688091,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2430,PG Sant Dnyaneshwer Mauli maidan,,,,,,19.2415516,72.8694907,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2431,PG Veer Savarkar Maidan CTS No. 2346/3,,,,,,19.24052,72.86555,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2432,"PG Geetanjali CTS No.102/A,106/C,88/A,94C,105B,95,92,92 (part)",,,,,,19.2483894,72.8544848,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2433,Netaji subhashchandra Bose play ground,,,,,,19.25031,72.85991,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2434,"CTS No. 368/3, 335/4",,,,,,19.25877,72.858192,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2435,"Dr. Rajendra Kumar Goyal CTS No.1472, 1474",,,,,,19.243777,72.846105,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2436,"Pt. Deendayal Upadhyay PG, CTS No. 921/f",,,,,,19.24208,72.857189,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2437,Karmayog Udyan,,,,,,19.24353,72.85091,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2438,"CTS No. 63/B/2,63/D/2, 67/A,69/B & 66/D",,,,,,19.261337,72.850346,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2439,"Shri. Maruti Mandir Maidan, CTS No. 2398/A,",,,,,,19.24219,72.8675,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2440,"CTS No.376, S.No.37, FP No.477,",,,,,,19.2217864,72.8380002,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2441,CTS No.128A/83,,,,,,19.2139258,72.8437355,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2442,Sachin Tendulkar Gynkhana CTS No.128A/59/1,,,,,,19.2146704,72.8425178,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2443,PG at CTS No.174/1,,,,,,19.2179697,72.8701712,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2444,CTS No.332/D,,,,,,19.2318642,72.8487465,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2445,PG CTS No.128/A/27/3,,,,,,19.2155825,72.8413525,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2446,"CTS No. 636/B,",,,,,,19.213715,72.8642296,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2447,CTS No. 645/C,,,,,,19.2134617,72.8643369,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2448,CTS no - 1723/C,,,,,,19.2369609,72.8427011,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2449,CTS 175(pt,,,,,,19.2170431,72.8693567,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2450,"CTS 128/A/64, 128/A/65/125",,,,,,19.2169082,72.8425238,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2451,CTS No. 638/F,,,,,,19.2143614,72.8652923,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2452,F.P. No. 68/B,,,,,,19.2303848,72.8383897,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2453,CTS NO 559/C/3,,,,,,19.2279438,72.8660269,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2454,CTS NO. 374/B/15,,,,,,19.2207359,72.8380782,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2455,CTS No. 1C/1/1(pt.),,,,,,19.217185,72.838958,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2456,F.P.No. 533,,,,,,19.2231115,72.8441239,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2457,"CTS 173/B, part",,,,,,19.2168908,72.8689301,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2458,Chacha Nehru Udyan,,,,,,19.2175184,72.8444646,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2459,Garden at Prem Nagar,,,,,,19.2355735,72.8532059,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2460,Pandit Ramjas Upadhyay Ramleela Manoranjan Maidan,,,,,,19.2301894,72.8542252,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2461,R.G plot FP No.246,,,,,,19.2263968,72.8465299,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2462,Vamanrao Pai Udyan,,,,,,19.2249507,72.845795,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2463,CTS NO. 368,,,,,,19.2268223,72.843255,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2464,Rajmata Jijau Udyan,,,,,,19.2251356,72.8444834,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2465,R.G plot FP No.391,,,,,,19.2242977,72.8414657,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2466,P.L. Deshpande Udyan,,,,,,19.226187,72.8405323,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2467,R.G plot FP No.479,,,,,,19.2219409,72.8394439,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2468,Dr.A.P.J. Abdul Kalam Manoranjan Maidan,,,,,,19.2185503,72.8449956,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2469,R.G plot FP No.720,,,,,,19.2232867,72.8498773,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2470,R.G plot FP No.775,,,,,,19.2225143,72.8542936,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2471,Sangeetkar Shrikant Keshav Thakare Manoranjan Maidan,,,,,,19.2168486,72.8709629,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2472,Madhav Sadashivrao Golvankar Maidan,,,,,,19.215491,72.8449804,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2473,R.G plot FP No.490/D,,,,,,19.2213087,72.8382051,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2474,Dr. G.M. Chadwa Manoranjan Maidan,,,,,,19.2221,72.8615071,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2475,R.G plot FP No.724,,,,,,19.2217195,72.8509887,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2476,Chatrapati Sambhaji Raje Udyan,,,,,,19.2209917,72.8634526,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2477,CTS No. 278/B,,,,,,19.2334082,72.8449251,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2478,Balasaheb Thackeray Manoranjan MaidanRG plot CTS No. 374/B/6 (Pt),,,,,,19.2222743,72.8370497,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2479,R.G plot at CTS No. 136(pt),,,,,,19.2228909,72.8610751,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2480,CTS no - 1/C/1-1,,,,,,19.2177504,72.8391153,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2481,Chatrapati Shivaji Maharaj Maidan,,,,,,19.2304845,72.8246609,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2482,Pramodji Mahajan Manoranjan Maidan,,,,,,19.2178715,72.8384753,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2483,Gopinathji Munde Manoranjan Maidan,,,,,,19.2179424,72.8375312,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2484,Gen. Arunkumar Vaidya Maidan,,,,,,19.2294035,72.8381993,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2485,"R.G plot at FP No.731(pt.), O.P. No. 421",,,,,,19.2233583,72.8522586,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2486,CTS No. 78A/1A/3,,,,,,19.219945,72.8615851,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2487,167/C/3,,,,,,19.2148503,72.8647515,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2488,"Kranti Udyan,",,,,,,19.2260329,72.8315276,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2489,Ganesh Maidan (Gorai Raja),,,,,,19.2254022,72.8321016,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2490,Gorai Open space,,,,,,19.2314323,72.8282902,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2491,Open Space near Cemetry,,,,,,19.2272864,72.8204397,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2492,Open Space near Cemetry,,,,,,19.2269774,72.8202546,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2493,Nagdeo Omkareshwar Manoranjan Park,,,,,,19.2177651,72.8326384,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2494,Triveny Udyan,,,,,,19.21689,72.8242331,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2495,Shiv Tirth Udyan,,,,,,19.2193594,72.8276583,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2496,Garden near Haryana Bhavan,,,,,,19.2218402,72.8344295,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2497,MCGM Play gound near Evershine Club,,,,,,19.2114969,72.8758855,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2498,MCGM Stadium,,,,,,19.2082078,72.875353,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2499,MCGM plot Nr.Thakur Cinema,,,,,,19.2097333,72.8724596,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2500,Dr.Babasaheb Ambedkar Maidan MCGM,,,,,,19.1976563,72.8687708,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2501,Sardar Vallabhbhai Patel Udyan MCGM,,,,,,19.1994708,72.8456744,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2502,Hindu Hriday Samrat Shriman Balasaheb Thakeray Dream park MCGM,,,,,,19.2127019,72.8758902,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2503,MCGM plot Opp. Kapol Vidhyanidhi School,,,,,,19.2099997,72.8436753,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2504,MCGM plot Nr.Kapol Vidyanidhi Trust,,,,,,19.2100524,72.8432876,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2505,"Plot bearing C.T.S. No. 116/C, at Mahavir Nagar, Kandivali (W) Mumbai 400067",,,,,,19.2100314,72.8429287,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2506,Maji Mukhyamantri Ani Kendriyamantri Vilasrao Deshmukh park MCGM,,,,,,19.1994394,72.8756332,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2507,Raje Shivaji Maidan MCGM,,,,,,19.2128621,72.8256932,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2508,Dadoji Kondeo Maidan MCGM,,,,,,19.2129915,72.8215842,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2509,MCGM Plot Opp.Chandraneel CHS,,,,,,19.213625,72.8202179,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2510,MCGM Plot at Babrekar Nagar,,,,,,19.2041528,72.8238104,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2511,"Dr. Shyama Prasad Mukherji Udyan, CTS No. 476,477,428,429",,,,,,19.2311786,72.8508615,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2512,"Ganjawala Garden, CTS No. 2448,",,,,,,19.2342379,72.8555339,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2513,B.G. Khair Udyan,,,,,,19.2219914,72.8493203,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2514,CTS No.392/C,,,,,,19.2379085,72.8497924,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2515,"Pramod Mahajan Udyan,CTS No36/B,37A(pt) ,37 B,37d(pt)",,,,,,19.2301866,72.8467992,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2516,Lokmanya Bal Gangadhar Tilak Udyan,,,,,,19.2331017,72.8360417,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2517,"CTS No. 2230/C, CTS NO 389/C,2231",,,,,,19.2379666,72.8485918,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2518,"CTS no 1543/A,",,,,,,19.2396152,72.8432247,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2519,"CTS no - 2389/D, 2392/C",,,,,,19.2383882,72.8486079,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2520,CTS no - 287/A,,,,,,19.2325603,72.8439106,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2521,CTS NO. 1C/1,,,,,,19.2173164,72.839557,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2522,"Rajiv Gandhi Uyan CTS No. 325, FP No.48C",,,,,,19.2274173,72.8593492,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2523,Late Anantrao Bhosle Kridangan CTS No. 183A,,,,,,19.2195746,72.8685665,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2524,"CTS No.91 (Pt), CTS No,.92(Pt), 89(pt).91B,91 C,",,,,,,19.2215213,72.8564456,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2525,C.T.S. No. 60/A/3 (PT),,,,,,19.2297208,72.8455864,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2526,"Saptah Maidan CTS No.90,128A/91 (pt), 89A,89/8,92A",,,,,,19.213018,72.844003,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2527,"Sardar Vallabh bhai Patel Udyan,CTS No. P.G CTS No.53, 53/4,",,,,,,19.2146086,72.8454084,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2528,Plot CTS No.309/9/S.no 43 village Goregaon Goregaon W,,,,,,19.1758394,72.8403664,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2529,"R.G.CTS No.1185/B,1190/B,1084(pt)village Malad South opp.Shakti motors Link rd,Malad West",,,,,,19.1753188,72.8376453,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2530,TDR Plot bearing CTS No. 1104/B village Malad Link road opp.Nirman Industrial Estate Malad West,,,,,,19.1779639,72.837163,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2531,Sadguru Vamanrao Pai,,,,,,19.1773926,72.8395119,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2532,Plot CTS No. 1181/D village Malad/south Malad West,,,,,,19.175,72.8388889,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2533,Plot CTS No. 1223/A/1/1B(pt)new CTS No.1233/A/1/1B/1 village Malad south Goregaon W,,,,,,19.1772222,72.8405556,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2534,Plot CTS No. 1178/B village Malad South Malad West,,,,,,19.1752778,72.8394444,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2535,Plot CTS No. 1194 village Malad/south Malad West,,,,,,19.175,72.8388889,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2536,"TDR Plot bearing CTS No.1230/B(pt) near Infant Jesus School,village Malad South Malad West",,,,,,19.1775,72.8402778,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2537,TDR Plotbearing CTS No. 1195/2 village Malad South near Acme Plaza Malad W,,,,,,19.1144444,72.8677778,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2538,Bharatratna Atal Bihari Vajapayee manoranjan maidan,,,,,,19.1694444,72.8416667,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2539,Swatantya Veer Vi.Da.Sawarkar Maidan,,,,,,19.1691,72.9501,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2540,Ranchhodas Harjivan Shah Manoranjan Maidan,,,,,,19.1687836,72.9492352,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2541,Mahatma Jyotiba Phule Manoranjana Maidan,,,,,,19.1744,72.9339,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2542,"RG, Mulund Village,",,,,,,19.1789,72.9374,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2543,"RG at Mulund Colony,",,,,,,19.1777,72.9388,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2544,"Raosaaheb Ramrao Patil manoranjan maidan,",,,,,,19.1735872,72.9713387,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2545,"Dr.APJ Abdul Kalam Manoranjan Maidan,",,,,,,19.1746,72.9742,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2546,"RG, Mulund Village,",,,,,,19.1746,72.9733,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2547,Open Space at Khindipada,,,,,,19.1665519,72.9322567,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2548,CTS No. 29/4,,,,,,19.1823,72.9377,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2549,Lala Tulsiram Park,,,,,,19.1761,72.9471,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2550,Tarabai Modak Udyan,,,,,,19.1727773,72.9489211,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2551,Vijay Nagar Garden,,,,,,19.171306,72.952111,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2552,Pandit Jawaharlal Nehru Shatabdi Udyan,,,,,,19.1755,72.9357,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2553,Dr. C. D. Deshmukh Udyan,,,,,,19.1726,72.9598,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2554,Swatantrveer savarkar manoranjan maidan,,,,,,19.174783,72.8310261,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2555,Shahid Vijay Salaskar Manoranjan Maidan,,,,,,19.1752778,72.8733333,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2556,"Plot CTS No. 620/F,621/D,CTS No.620/F,village chincholi,Goregaon/East",,,,,,19.1699624,72.8745472,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2557,"Plot CTS No.184/G,S.No.61,71,74 village pahadi,gogtewadi/opp. Walia terrace Goregaon East",,,,,,19.1683333,72.8522222,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2558,Plot CTS No. 97/A/23/B Upper Govind nagar Malad E,,,,,,19.1755556,72.8516667,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2559,"R.G. C.T.S. Plot No.586/7/A S. No. 139, Near Hub Mall. W.E. Highway Goregaon (E)",,,,,,19.1558333,72.8555556,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2560,"Plot CTS No. 201/B-3,village Goregaon East",,,,,,19.1438889,72.8541667,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2561,"Plot CTS No. 257/E/2A (pt),S.No.139 village pahadi Goregaon East",,,,,,19.1533333,72.8530556,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2562,Plot bearing CTS No. 586/8/A S.No.139 village pahadi Goregaon Goregaon E,,,,,,19.1558333,72.8566667,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2563,R.G.CTS No.900/A/2 village pahadi Goregaon at Piramal nagar Goregaon W,,,,,,19.1686111,72.8483333,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2564,Lal Bahadur Shastri R.G.,,,,,,19.1609843,72.8357217,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2565,Vedprakash Chadda Garden,,,,,,19.1619444,72.8461111,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2566,Pandit deendayal uapdhyay udyan,,,,,,19.1541447,72.83085,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2567,Sankalp Siddhi Ganesh Maidan,,,,,,19.1575,72.8372222,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
