facility_id,name,service_type,address,ward_code,longitude,latitude,source,source_file,source_id,verification_status,geometry
HC_00381,DDU Marg UPHC,uphc,"DDU Road, Opp Croma Electronics Mulund West 400080",T,72.95,19.17,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,134,source_verified,POINT Z (72.95 19.17 0)
HC_00382,Paltan Rd. HP,uphc,"Mun. Disp. At Sabu Siddiki Road, Paltan Rd. Gr.Fl. Mumbai-1",A,72.8406,18.9473,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,135,source_verified,POINT Z (72.8406 18.9473 0)
HC_00383,Janabai Rokade HP,uphc,"Janabai Rokade Mun. School, Ground Floor, Janjikar street, Near masjid Station, Mumbai-3",B,72.84,18.95,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,136,source_verified,POINT Z (72.84 18.95 0)
HC_00384,Jail Road HP,uphc,"Walpakhadi Mun. Disp., Mauji Rathod Road, Noor Baug- Donggri, Mumbai.",B,72.84,18.96,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,137,source_verified,POINT Z (72.84 18.96 0)
HC_00385,Banganga HP,uphc,"Kawale Math High school, Walkeshwar, Mumbai-8",D,72.8517,18.9615,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,138,source_verified,POINT Z (72.8517 18.9615 0)
HC_00386,Nana Chowk HP.,uphc,"Lotus Bldg. 1st Floor, Dinanath Mangeshkar Rd.,Forjett Hill, Mumbai-36",D,72.81,18.97,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,139,source_verified,POINT Z (72.81 18.97 0)
HC_00387,Khetwadi Back RD. HP.,uphc,"Manish Bldg. 1st floor Khetwadi, 11th lane, Grant Road (w) mumbai-4",D,72.82,18.96,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,140,source_verified,POINT Z (72.82 18.96 0)
HC_00388,Nawab Tank HP.,uphc,"opp. Dockyard Road Rly. Station, Dockyard (E) mumbai-10",E,72.8441,18.9654,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,141,source_verified,POINT Z (72.8441 18.9654 0)
HC_00389,Botliboy HP.,uphc,"Behind New 52 Chawl, R.B. Margm Ferbaundar, Godapdev Chowk, Mumbai-33.",E,72.84,18.98,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,142,source_verified,POINT Z (72.84 18.98 0)
HC_00390,Kasturba Hospital HP.,uphc,"Kasturba Hospital Comp. Sane Guruji, Marg, Chinchpokali (W) mumbai-11",E,72.83,18.98,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,143,source_verified,POINT Z (72.83 18.98 0)
HC_00391,Ram Laxman Tekadi HP.,uphc,"Ambewadi, B.S. Ambedkar Marg, Near Tata Colony Shivari Mumbai-15",FS,72.85,19.0,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,144,source_verified,POINT Z (72.85 19 0)
HC_00392,2nd. October Colony HP.,uphc,"Veerdarshan 12, Near Shrimati Saree Center, Opp. Jain, Temple, G.D. Ambekar Road, Bhoiwada Parel, Mumbai-12.",FS,72.85,19.01,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,145,source_verified,POINT Z (72.85 19.01 0)
HC_00393,V. Shantaram HP.,uphc,"Rajkamal Balodyan, Near Mahatma, Gandhi Hosp. Parel Mumbai-12.",FS,72.84,19.0,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,146,source_verified,POINT Z (72.84 19 0)
HC_00394,Don Bosco HP.,uphc,"Don Bosco mun. Disp. Madona Bldg.,Nathulal Parekh Marg Wadala. Mumbai-37.",FN,72.86,19.02,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,147,source_verified,POINT Z (72.86 19.02 0)
HC_00395,Jijamata Nagar RCH-II HP.,uphc,Gorakh Complex Gr.Fl. Near B.D.D.Chawl Worli Mumbai-25.,GS,72.82,19.0,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,148,source_verified,POINT Z (72.82 19 0)
HC_00396,Gokhale Road HP.,uphc,"Gokhale Road Mun. School 3rd Floor, Jakhadevi Chowk Dadar (W) Mumbai-28.",GN,72.83,19.02,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,149,source_verified,POINT Z (72.83 19.02 0)
HC_00397,Shastri Nagar HP.,uphc,"Shastri Nagar Mun. School Gr. Fl. Dharavi, Mumbai-17.",GN,72.84,19.03,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,150,source_verified,POINT Z (72.84 19.03 0)
HC_00398,Vakola H.P.,uphc,"Vakola Market Building, Santacruz-East Mumbai-400055",H/E,72.85,19.08,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,151,source_verified,POINT Z (72.85 19.08 0)
HC_00399,Govt Colony HP,uphc,"Bharat Nagar Disp, Bandra - East Mumbai-400052",H/E,72.86,19.06,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,152,source_verified,POINT Z (72.86 19.06 0)
HC_00400,V.N. Desai Hospital H.P.,uphc,"V.N. Desai Mun. Gen. Hospital Santacruz-West, Mumbai-400055",H/E,72.85,19.08,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,153,source_verified,POINT Z (72.85 19.08 0)
HC_00401,Khotwadi H.P.,uphc,"3rd Near S.V. Road, Opp, Autopit Petrol Pump, Santacruz-West, Mumbai-400055",H/W,72.84,19.08,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,154,source_verified,POINT Z (72.84 19.08 0)
HC_00402,Sherly Rajan H.P.,uphc,"Flemigo Building, Carmel Church, Near Met College, Vadora Road, Bandra-West Mumbai",H/W,72.83,19.05,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,155,source_verified,POINT Z (72.83 19.05 0)
HC_00403,S.V. Road H.P.,uphc,"Khar T.B. Clinic, Khar-West Mumbai 400052",H/W,72.84,19.07,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,156,source_verified,POINT Z (72.84 19.07 0)
HC_00404,K.B. Bhabha Hospital H.P.,uphc,"Kb Bhabha Mun. Gen. Hospital, 1st Floor New Building, Bandra-West Mumbai",H/W,72.83,19.06,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,157,source_verified,POINT Z (72.83 19.06 0)
HC_00405,Tarun Bharat H.P.,uphc,"Islampura Chakala, Near Mun. School Garden, Andheri-East Mumbai-98",K/E,72.86,19.11,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,158,source_verified,POINT Z (72.86 19.11 0)
HC_00406,Ajgaonkar Plot H.P.,uphc,"Ajogaonkar Plot Near Asmita School, Bandrekarwadi, Jogeshwari-East Mumbai",K/E,72.85,19.14,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,159,source_verified,POINT Z (72.85 19.14 0)
HC_00407,Nehru Road H.P.,uphc,"Water Dept. Building 1st Floor, Nehru Road, Vileparle East Mumbai",K/E,72.85,19.1,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,160,source_verified,POINT Z (72.85 19.1 0)
HC_00408,M.I.D.C. H.P.,uphc,"Gundwali, Andheri-East, Mumbai-400059",K/E,72.86,19.12,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,161,source_verified,POINT Z (72.86 19.12 0)
HC_00409,Sarvodaya Nagar H.P.,uphc,"Sarvodaya Nagar Mun. Disp; Near Meghwadi Police Station, Andheri - East; Mumbai",K/E,72.86,19.13,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,162,source_verified,POINT Z (72.86 19.13 0)
HC_00410,Sunder Nagar H.P.,uphc,Sunder Nagar H.P. Andheri-East,K/E,72.87,19.14,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,163,source_verified,POINT Z (72.87 19.14 0)
HC_00411,Tata Compound H.P.,uphc,"S.V. Road Irla, Andheri-West, Mumbai-400058",K/W,72.84,19.11,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,164,source_verified,POINT Z (72.84 19.11 0)
HC_00412,Anand Nagar H.P.,uphc,"Mhada Building No. 43, Near Oshiwara Police Station, Anand Nagar, Behram Baug Jogeshwari-West",K/W,72.83,19.15,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,165,source_verified,POINT Z (72.83 19.15 0)
HC_00413,Lokhandwala H.P.,uphc,"Sardar Vallabhai Patel Nagar, Near Telephone Exchange, Char Bunglow, Andheri-West",K/W,72.83,19.14,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,166,source_verified,POINT Z (72.83 19.14 0)
HC_00414,Nehru Nagar H.P.,uphc,"Opp. Mithibai College, Irla Road, Vileparle West",K/W,72.84,19.1,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,167,source_verified,POINT Z (72.84 19.1 0)
HC_00415,Bhardawadi H.P.,uphc,"Bhardawadi Mat. Home Building, Gr. Floor, Dawood Baug Road, Andheri-West, Mumbai - 400058",K/W,72.85,19.13,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,168,source_verified,POINT Z (72.85 19.13 0)
HC_00416,Millat Nagar H.P.,uphc,"Mhada Building No. 43, Near Oshiwara Police Station, Anand Nagar, Behram Baug Jogeshwari-West",K/W,72.83,19.15,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,169,source_verified,POINT Z (72.83 19.15 0)
HC_00417,Chincholi H.P.,uphc,"Sq. Colony, Chincholi Phatak, Goregaon-East, Mumbai-400095",P/S,72.84,19.17,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,170,source_verified,POINT Z (72.84 19.17 0)
HC_00418,Pandurangwadi H.P.,uphc,"Road No 4 Goregaon-East, Opp Sneha Building, Mumbai-400063",P/S,72.85,19.17,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,171,source_verified,POINT Z (72.85 19.17 0)
HC_00419,Teen Dongri H.P.,uphc,"Mitha Nagar Mun. School, Teen Dongari Yashwant Nagar, Opp Apna Bazar, Goregaon-West",P/S,72.85,19.17,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,172,source_verified,POINT Z (72.85 19.17 0)
HC_00420,Motilal Nagar H.P.,uphc,"Sidharth Nagr Hosp; Opp. Post Office, Goregaon West Mumbai",P/S,72.8353,19.1654,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,173,source_verified,POINT Z (72.8353 19.1654 0)
HC_00421,Pahadi HP,uphc,"Topiwala Mun. Disp. Station Road Goregaon-West, Mumbai-400062",PS,72.85,19.18,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,174,source_verified,POINT Z (72.85 19.18 0)
HC_00422,Tank Lane H.P.,uphc,"Datary Road, Play Ground, Malad East Mumbai-97",P/N,72.86,19.19,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,175,source_verified,POINT Z (72.86 19.19 0)
HC_00423,Appa Pada H.P.,uphc,"Maharashtra Nagar, Appa Pada, Malad-East, Mumbai-97",P/N,72.87,19.19,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,176,source_verified,POINT Z (72.87 19.19 0)
HC_00424,Dindoshi Vasahat H.P.,uphc,"Malad-West, Mumbai-400095",P/N,72.84,19.16,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,177,source_verified,POINT Z (72.84 19.16 0)
HC_00425,Charkop Sec-1A HP,uphc,Charkop Disp( 1000-1200 SqF)Charkop Kandivali-West,RS,72.83,19.21,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,178,source_verified,POINT Z (72.83 19.21 0)
HC_00426,Hanuman Nagar H.P.,uphc,"Thakur Complex, Kandivali-West Mumbai",R/S,72.87,19.21,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,179,source_verified,POINT Z (72.87 19.21 0)
HC_00427,Centenary H.P.,uphc,"Centenary Gen. Hosp, Kandivali West",R/S,72.88,19.13,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,180,source_verified,POINT Z (72.88 19.13 0)
HC_00428,Tata Power House H.P.,uphc,"Near Tata Powe House, Besides Nagothane Bus Depot, Borivali-East",R/C,72.87,19.22,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,181,source_verified,POINT Z (72.87 19.22 0)
HC_00429,Eksar Village H.P.,uphc,"Mun. School Disp; Eksar Road Near Fish Market, Tale Pakhadi, Borivali-West Mumbai-92",R/C,72.85,19.24,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,182,source_verified,POINT Z (72.85 19.24 0)
HC_00430,Borsapada H.P.,uphc,Saibaba Nagar Borivali-West,R/C,72.84,19.21,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,183,source_verified,POINT Z (72.84 19.21 0)
HC_00431,Rajendra Nagar H.P.,uphc,"Rajendra Nagar, Borivali-East, Prathmesh Nagar",R/C,72.86,19.22,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,184,source_verified,POINT Z (72.86 19.22 0)
HC_00432,Baglipada H.P.,uphc,"Anand Nagar, Dahisar-East, Mumbai-68",R/N,72.86,19.26,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,185,source_verified,POINT Z (72.86 19.26 0)
HC_00433,Dahisar Mun. Disp. H.P.,uphc,"Ashokvan, Borivali-East",R/N,72.8659,19.2446,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,186,source_verified,POINT Z (72.8659 19.2446 0)
HC_00434,Koknipada H.P.,uphc,Dahisar - East,R/N,72.87,19.25,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,187,source_verified,POINT Z (72.87 19.25 0)
HC_00435,Kurla Bhabha Hosp HP,uphc,Wadia Road Near Kurla Station Kurla (W),L,72.88,19.07,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,188,source_verified,POINT Z (72.88 19.07 0)
HC_00436,Tunga Village HP,uphc,"Ashok Nagar D/5, Military Road, Andheri (W).",L,72.89,19.12,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,189,source_verified,POINT Z (72.89 19.12 0)
HC_00437,Amar Nagar HP,uphc,"Navpada, Primier Road, Near Holy Cross Highschool, Kurla (W)",L,72.89,19.08,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,190,source_verified,POINT Z (72.89 19.08 0)
HC_00438,Match Factory HP,uphc,"Peter Pareira Road, Alsham Hall, Near Kartika High school",L,72.88,19.07,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,191,source_verified,POINT Z (72.88 19.07 0)
HC_00439,Nimoni Baug HP,uphc,"Gaikwad Nagar, Govandi",M/E,72.91,19.06,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,192,source_verified,POINT Z (72.91 19.06 0)
HC_00440,Mankhurd HP,uphc,"Bldg.No.98, Mhada Colony, Mankhurd.",M/E,72.93,19.05,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,193,source_verified,POINT Z (72.93 19.05 0)
HC_00441,Centenary Hosp. HP,uphc,"Near Dukes company, Govandi (E)",M/E,72.91,19.05,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,194,source_verified,POINT Z (72.91 19.05 0)
HC_00442,Baiganwadi HP,uphc,"Near Ambedkar Maidan, Urdu BMC school No.2, Govandi.",M/E,72.93,19.06,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,195,source_verified,POINT Z (72.93 19.06 0)
HC_00443,Shivaji Nagar HP,uphc,"UHC, Room No.4, Plot No.44. Govandi.",M/E,72.95,19.04,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,196,source_verified,POINT Z (72.95 19.04 0)
HC_00444,Lotus Colony HP,uphc,"Lotus Colony Garden, Shivajinagar, Govandi",M/E,72.92,19.06,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,197,source_verified,POINT Z (72.92 19.06 0)
HC_00445,Tilak Nagar HP,uphc,"Near BMC School, P.L. Lokhande Marg. Chembur.",M/W,72.89,19.07,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,198,source_verified,POINT Z (72.89 19.07 0)
HC_00446,Ghatla Village HP,uphc,"Near Kukreja Tower, Opp. Centenary Hosp. Govandi",M/W,72.91,19.05,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,199,source_verified,POINT Z (72.91 19.05 0)
HC_00447,Subhash Nagar HP,uphc,"Bhau Pradhan Maidan, Subhash Nagar Road, Chembur.",M/W,72.91,19.06,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,200,source_verified,POINT Z (72.91 19.06 0)
HC_00448,Barve Nagar HP,uphc,"Sant Muktabai Hosp. Ghatkopar (W), Mumbai -84",N,72.9,19.1,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,201,source_verified,POINT Z (72.9 19.1 0)
HC_00449,Varsha Nagar HP,uphc,"Ambedkar Nagar Mun.School, Vikhroli",N,72.92,19.11,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,202,source_verified,POINT Z (72.92 19.11 0)
HC_00450,Rajawadi Mun.School HP,uphc,"Near R.L.Gandhi School, Vidyavihar (E)",N,72.9,19.08,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,203,source_verified,POINT Z (72.9 19.08 0)
HC_00451,Ganesh Nagar HP (Laxmi Nagar),uphc,"Laxmi Nagar, Ghatkopar (E)",N,72.92,19.09,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,204,source_verified,POINT Z (72.92 19.09 0)
HC_00452,Paspoli Village HP,uphc,"Hiranandani, Powai",S,72.91,19.12,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,205,source_verified,POINT Z (72.91 19.12 0)
HC_00453,Kannamwar Nagar HP,uphc,"Kannamwar Nagar No;2, Mahatma Phule Hosp.Vikhroli (E)",S,72.94,19.12,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,206,source_verified,POINT Z (72.94 19.12 0)
HC_00454,Tagore Nagar HP RCH2,uphc,"Ambedkar Nagar Mat.Home, Tagore Nagar group No.7, Vikhroli (E)",S,72.94,19.12,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,207,source_verified,POINT Z (72.94 19.12 0)
HC_00455,Veer Savarkar HP,uphc,"Mulund Gen.Hosp(E) , Near Deshmukh Garden, Mulund (E)",T,72.96,19.17,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,208,source_verified,POINT Z (72.96 19.17 0)
HC_00456,Nanepada HP,uphc,"Sachin Society, Mithagar Road, Mulund (E)",T,72.95,19.17,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,209,source_verified,POINT Z (72.95 19.17 0)
HC_00457,Mulund Gen.Hosp HP,uphc,"Opp.ESIS Hosp. LBS Road, Mulund (W)",T,72.95,19.18,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,210,source_verified,POINT Z (72.95 19.18 0)
HC_00458,DDU HP 2,uphc,"Sachin Society, Mithagar Road, Mulund (E)",T,72.95,19.17,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,211,source_verified,POINT Z (72.95 19.17 0)
