district_area,pseudocode,facility_building_status,facility_no_building_blocks,facility_pucca_building_blocks,facility_boundary_wall,facility_total_class_rooms,facility_other_rooms,facility_classrooms_in_good_condition,facility_classrooms_needs_minor_repair,facility_classrooms_needs_major_repair,facility_separate_room_for_hm,facility_total_boys_toilet,facility_total_boys_func_toilet,facility_total_girls_toilet,facility_total_girls_func_toilet,facility_total_boys_cwsn_toilet,facility_func_boys_cwsn_friendly,facility_total_girls_cwsn_toilet,facility_func_girls_cwsn_friendly,facility_urinal_boys,facility_urinal_girls,facility_handwash_near_toilet,facility_hand_pump_yn,facility_well_prot_yn,facility_tap_yn,facility_othsrc_yn,facility_well_unprot_yn,facility_pack_water_yn,facility_hand_pump_fun_yn,facility_well_prot_fun_yn,facility_tap_fun_yn,facility_othsrc_fun_yn,facility_well_unprot_fun_yn,facility_pack_water_fun_yn,facility_rain_water_harvesting,facility_handwash_facility_for_meal,facility_electricity_availability,facility_solar_panel,facility_library_availability,facility_book_bank,facility_reading_corner,facility_playground_available,facility_playground_alt_yn,facility_medical_checkups,facility_availability_ramps,facility_availability_of_handrails,facility_furniture_availability,facility_phy_lab_cond,facility_chem_lab_cond,facility_bio_lab_cond,facility_math_lab_cond,facility_lang_lab_cond,facility_geo_lab_cond,facility_home_sc_lab_cond,facility_psycho_lab_cond,facility_comp_lab_cond,facility_comp_ict_lab_yn,facility_ict_lab_yn,facility_laptop,facility_tablet,facility_desktop,facility_digiboard,facility_teachdev_tot,facility_server_tot,facility_smart_class_tv_tot,facility_projector,facility_printer,facility_internet,facility_dth,facility_spl_educator_yn,teacher_total_tch,teacher_male,teacher_female,teacher_transgender,teacher_gen_tch,teacher_sc_tch,teacher_st_tch,teacher_obc_tch,teacher_regular,teacher_contract,teacher_part_time,teacher_below_graduate,teacher_graduate,teacher_post_graduate_and_above,teacher_trained_comp,teacher_class_taught_pr,teacher_class_taught_upr,teacher_class_taught_pr_upr,teacher_class_taught_sec_only,teacher_class_taught_hsec_only,teacher_class_taught_upr_sec,teacher_class_taught_sec_hsec,teacher_class_taugt_pre_primary_only,teacher_class_taught_pr_and_pre_pri,teacher_teacher_involve_non_training_assignment,teacher_diploma_certificate,teacher_bachelor_of_ee,teacher_bed_equivalent,teacher_med_equivalent,teacher_other,teacher_none,teacher_diploma_special_edu,teacher_pursuing_rpc,teacher_diploma_ele_edu,teacher_early_childhood_tch,teacher_bed_nursery,teacher_trained_cwsn
Mumbai City,7334060,1,0,2,1,0,12,41,0,0,1,0,0,24,24,0,0,1,1,0,24,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,4,4,4,4,1,4,4,1,1,1,2,15,0,150,0,0,0,0,20,20,1,2,3,18,6,12,0,14,4,0,0,18,0,0,0,0,18,15,0,0,0,0,18,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0
Mumbai City,7340199,1,0,1,1,0,10,20,0,0,1,9,9,11,11,4,4,4,4,12,15,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,0,0,40,0,0,0,0,2,4,1,1,2,10,5,5,0,9,0,0,0,10,0,0,0,5,5,4,1,0,2,1,4,2,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0,0
Mumbai City,7346596,1,0,1,1,0,7,10,0,0,1,5,5,6,6,1,1,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,9,2,2,9,1,2,2,2,4,4,4,4,4,4,2,9,4,0,27,0,0,1,3,11,1,1,2,1,12,3,9,0,11,1,0,0,7,5,0,1,4,7,6,0,0,0,8,3,0,1,0,0,1,0,0,9,0,0,2,0,0,1,0,0,2
Mumbai City,7354094,2,0,1,1,0,5,18,0,0,1,3,3,4,4,0,0,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,169,20,0,18,0,1,2,3,1,2,3,28,8,20,0,13,3,2,6,28,0,0,0,10,18,28,5,0,5,11,0,7,0,0,0,0,6,0,19,2,1,0,0,0,0,0,0,3
Mumbai City,7358086,2,0,1,1,0,6,13,0,0,1,3,3,3,3,1,1,1,1,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,30,0,8,1,0,1,4,1,2,2,17,1,16,0,17,0,0,0,15,1,1,2,9,6,16,2,1,0,6,0,8,0,0,0,1,1,0,13,0,3,0,0,0,0,0,0,0
Mumbai City,7358721,2,0,1,1,0,6,6,0,0,1,4,4,4,4,1,1,1,1,5,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,31,0,0,1,2,1,2,1,1,3,10,1,9,0,5,3,0,1,1,9,0,0,6,4,9,0,3,0,3,0,4,0,0,0,2,2,0,6,0,0,1,0,0,1,0,0,5
Mumbai City,7365410,1,0,1,1,0,4,11,0,0,1,3,3,3,3,1,1,0,0,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,4,4,4,2,2,2,4,4,4,1,1,0,0,11,0,3,0,0,0,1,1,1,3,15,10,5,0,8,3,1,3,15,0,0,4,9,2,0,2,5,0,5,3,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0
Mumbai City,7371715,1,0,1,1,0,9,9,0,0,1,4,4,5,5,1,1,1,1,5,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,1,10,0,0,0,7,8,1,1,2,3,10,2,8,0,10,0,0,0,10,0,0,0,5,5,8,0,1,0,8,0,1,0,0,0,1,0,0,4,2,2,2,0,0,0,0,0,0
Mumbai City,7374175,2,0,1,1,0,10,7,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,7,0,10,0,10,0,0,8,4,1,2,2,7,5,2,0,4,2,0,1,7,0,0,0,5,2,0,0,4,0,3,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0
Mumbai City,7380432,1,0,1,1,0,8,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,4,4,4,4,4,4,4,4,2,1,2,0,0,2,0,0,0,0,0,1,1,1,3,3,1,2,0,1,0,0,2,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Mumbai City,7381809,2,0,1,1,0,6,12,0,0,1,0,0,15,15,0,0,1,1,0,15,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1,0,35,60,12,2,12,12,4,1,2,2,17,1,16,0,16,0,0,0,14,3,0,5,11,1,14,1,1,3,12,0,0,0,0,0,4,5,0,12,0,0,0,0,0,0,0,0,0
Mumbai City,7388042,2,0,1,1,0,8,6,0,0,1,4,4,9,9,1,1,1,1,8,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,29,0,0,1,6,1,1,1,2,2,9,1,8,0,8,0,0,1,9,0,0,0,3,6,2,1,1,1,3,0,3,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0
Mumbai City,7388367,1,0,1,1,0,6,9,0,0,2,10,10,9,9,1,1,1,1,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,20,0,1,0,2,2,2,1,2,3,13,1,12,0,9,0,0,4,13,0,0,1,7,5,12,1,1,0,0,0,11,0,0,0,0,2,0,10,0,0,0,0,0,0,1,0,0
Mumbai City,7389536,2,0,1,1,0,8,4,0,0,1,10,10,7,7,1,1,1,1,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,9,2,1,2,1,1,1,1,2,4,4,4,4,4,1,9,0,0,30,0,0,0,1,15,4,1,2,3,11,2,9,0,11,0,0,0,1,10,0,1,0,10,11,0,0,0,0,11,0,0,0,0,5,0,0,8,1,1,1,0,0,0,0,0,0
Mumbai City,7402040,2,0,1,1,0,6,30,0,0,1,10,10,10,10,10,10,10,10,16,16,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,5,1,3,0,0,0,0,3,3,1,2,3,37,9,28,0,37,0,0,0,37,0,0,2,13,22,35,0,1,5,14,0,17,0,0,0,2,9,0,25,2,1,0,0,0,0,0,0,0
Mumbai City,7418339,2,0,1,1,0,10,28,0,0,1,10,10,15,15,1,1,1,1,12,10,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,4,1,9,2,0,90,0,0,1,28,28,6,1,2,1,40,7,33,0,40,0,0,0,39,0,1,0,19,21,39,18,2,5,5,2,4,4,0,0,13,1,1,31,0,5,0,2,0,0,0,0,17
Mumbai City,7421510,2,0,1,1,0,8,17,0,0,1,3,3,3,3,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,4,4,4,4,1,1,2,0,0,30,0,0,1,2,1,1,1,2,3,16,4,12,0,16,0,0,0,15,1,0,0,8,8,6,0,2,0,4,8,2,0,0,0,0,2,0,10,0,3,0,0,1,0,0,0,0
Mumbai City,7434207,2,0,1,1,0,2,2,0,0,2,2,2,2,2,1,1,0,0,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,1,2,1,3,0,3,0,1,0,0,2,3,0,0,0,2,1,2,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
Mumbai City,7437419,1,0,1,1,0,6,13,0,0,1,9,9,10,10,1,1,1,1,10,11,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,2,2,2,1,4,4,4,4,4,1,1,1,0,25,0,1,1,0,1,2,1,2,2,18,11,7,0,12,2,0,2,17,1,0,0,4,14,7,1,0,0,7,4,6,0,0,0,4,1,0,15,0,0,2,0,0,0,0,0,1
Mumbai City,7444549,1,0,1,1,0,6,6,0,0,1,1,1,3,3,1,1,1,1,5,0,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,1,0,0,0,0,1,2,1,2,2,9,0,9,0,9,0,0,0,9,0,0,1,5,3,2,2,2,0,5,0,0,0,0,0,0,1,0,3,0,0,4,1,0,0,0,0,0
Mumbai City,7446034,2,0,1,1,0,1,3,0,0,2,1,1,2,2,1,1,0,0,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,4,0,1,0,0,1,1,1,2,3,3,3,0,0,1,2,0,0,3,0,0,0,2,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Mumbai City,7446642,2,0,1,1,0,14,13,0,1,1,3,3,3,3,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,2,1,3,3,3,3,3,3,3,3,3,1,2,0,0,7,0,0,0,0,0,1,1,2,3,19,10,9,0,11,1,0,6,18,0,1,2,11,6,3,1,4,0,6,4,4,0,0,0,0,3,0,13,0,2,1,0,0,0,0,0,0
Mumbai City,7448533,2,0,1,1,0,4,11,0,0,1,1,1,3,3,0,0,0,0,3,3,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,2,1,3,2,4,1,1,2,2,2,2,2,9,4,2,10,0,0,0,0,2,3,1,2,3,6,2,4,0,6,0,0,0,6,0,0,0,6,0,4,0,0,3,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,2,0,0,4
Mumbai City,7449179,2,0,0,5,0,2,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,1,0,1,1,1,2,2,5,2,3,0,2,0,1,1,5,0,0,0,1,4,2,0,1,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Mumbai City,7450863,2,0,1,1,0,7,12,0,0,1,2,2,2,2,1,1,1,1,6,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,20,0,0,1,2,15,4,1,2,3,19,10,9,0,11,3,0,2,19,0,0,0,14,5,8,1,1,3,5,0,9,0,0,0,5,4,0,15,0,0,0,0,0,0,0,0,1
Mumbai City,7451350,1,0,1,1,0,19,12,0,0,1,12,12,16,16,1,1,1,1,12,10,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,44,8,2,1,0,8,5,1,1,1,21,3,18,0,21,0,0,0,17,3,1,0,7,14,21,0,0,2,15,0,4,0,0,0,0,2,1,14,2,2,0,0,0,0,0,0,7
Mumbai City,7453562,1,0,1,1,0,6,10,0,0,1,9,9,9,9,1,1,1,1,15,15,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,0,0,46,0,0,1,4,5,7,1,2,3,12,5,7,0,8,1,1,0,8,4,0,0,4,8,6,0,3,0,4,4,1,0,0,0,1,3,0,4,1,4,0,0,0,0,0,0,1
Mumbai City,7460595,2,0,1,1,0,8,10,0,0,1,4,4,3,3,2,2,2,2,6,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,1,25,0,1,1,2,3,3,1,2,2,12,5,7,0,12,0,0,0,9,3,0,0,5,7,7,0,1,1,2,4,3,1,0,0,0,0,0,8,0,1,0,2,1,0,0,0,0
Mumbai City,7462321,2,0,1,1,0,10,32,0,0,1,22,22,13,13,1,1,5,5,16,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,34,0,0,2,32,2,5,1,2,2,46,8,38,0,45,1,0,0,46,0,0,16,23,7,37,9,15,5,14,0,3,0,0,0,0,17,0,26,0,0,0,0,2,1,0,0,1
Mumbai City,7466476,2,0,1,1,0,5,5,0,0,1,1,1,1,1,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,9,1,2,2,4,4,2,2,4,4,3,2,2,1,0,0,0,0,0,0,1,0,1,2,3,3,2,1,0,2,1,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Mumbai City,7468920,2,0,1,1,0,7,17,0,0,1,4,4,4,4,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,25,0,0,1,17,17,2,1,2,2,20,8,12,0,20,0,0,0,20,0,0,2,10,8,0,4,0,0,10,0,6,0,0,0,0,7,0,12,0,1,0,0,0,0,0,0,0
Mumbai City,7473843,2,0,1,1,0,13,22,0,0,1,4,4,4,4,2,2,2,2,18,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,4,4,4,4,4,1,1,2,15,0,200,0,0,2,15,10,10,1,2,3,51,11,40,0,47,0,0,4,37,14,0,0,2,49,19,0,0,0,0,51,0,0,0,0,4,0,0,45,3,1,2,0,0,0,0,0,1
Mumbai City,7483425,2,0,1,1,0,4,3,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,2,1,1,1,4,4,4,4,4,4,4,4,4,2,9,0,0,1,0,0,0,1,1,1,1,2,3,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mumbai City,7484403,1,0,1,1,0,7,24,0,0,1,5,5,6,6,1,1,1,1,6,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,50,0,0,0,0,23,4,1,2,3,28,7,21,0,21,2,0,5,28,0,0,1,17,10,24,0,10,0,5,0,13,0,0,0,0,9,0,19,0,0,0,0,0,0,0,0,0
Mumbai City,7493460,3,0,1,1,0,20,20,0,0,1,14,14,16,16,18,18,18,18,20,30,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,37,0,0,0,1,1,8,1,2,1,35,12,23,0,23,5,1,6,32,3,0,0,11,24,32,15,0,0,15,0,5,0,0,0,27,4,0,21,4,5,0,0,0,1,0,0,1
Mumbai City,7495939,2,0,1,7,0,6,6,0,0,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,12,6,0,0,0,1,1,1,2,3,8,3,5,0,4,2,1,1,8,0,0,0,5,3,2,1,4,1,2,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0
Mumbai City,7504299,1,0,1,1,0,20,28,0,0,1,28,28,28,28,1,1,1,1,33,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,2,1,1,1,1,1,4,4,4,4,4,3,1,1,9,7,2,41,0,0,1,0,4,6,1,2,3,54,5,49,0,54,0,0,0,39,1,14,0,27,27,49,18,4,13,4,2,1,12,0,0,22,1,0,28,0,22,1,2,0,0,0,0,19
Mumbai City,7518995,2,0,1,1,0,13,36,0,0,1,9,9,22,22,1,1,1,1,21,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,100,0,36,0,36,39,5,1,2,2,50,1,49,0,46,2,0,2,50,0,0,2,17,31,47,0,10,2,19,0,19,0,0,0,0,1,0,47,1,0,0,1,0,0,0,0,0
Mumbai City,7519035,2,0,1,1,0,7,23,0,0,1,5,5,5,5,1,1,1,1,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,30,0,0,1,0,1,4,1,2,3,6,0,6,0,6,0,0,0,5,0,1,0,1,5,1,1,0,1,4,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0
Mumbai City,7530233,2,0,1,1,0,5,6,0,0,1,7,7,7,7,1,1,1,1,8,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,30,0,2,2,5,1,5,1,2,2,7,0,7,0,7,0,0,0,0,7,0,0,5,2,5,0,1,0,5,0,1,0,0,0,6,0,1,6,0,0,0,0,0,0,0,0,0
Mumbai City,7543211,1,0,1,1,0,10,18,0,0,1,4,4,3,3,1,1,0,0,14,11,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,9,1,1,1,1,3,3,3,3,1,3,3,1,3,1,2,2,0,60,20,0,2,0,8,2,1,2,1,17,6,11,0,16,1,0,0,10,6,1,0,0,17,6,0,0,0,0,17,0,0,0,0,2,0,0,12,1,4,0,0,0,0,0,0,1
Mumbai City,7545058,2,0,1,1,0,8,5,0,0,1,7,7,9,9,1,1,1,1,5,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,4,0,0,0,0,0,1,1,1,1,14,2,12,0,14,0,0,0,14,0,0,0,12,2,14,13,0,0,0,0,0,0,0,1,0,1,0,10,0,2,0,0,0,1,0,0,0
Mumbai City,7550608,1,0,1,1,0,12,12,0,0,1,12,12,8,8,4,4,0,0,8,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,28,0,0,1,12,12,5,1,2,3,19,4,15,0,14,0,0,4,19,0,0,0,9,10,19,0,0,10,8,0,1,0,0,0,0,1,0,11,0,4,1,0,0,2,0,0,18
Mumbai City,7553451,2,0,1,1,0,6,6,0,0,1,3,3,0,0,1,1,0,0,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,6,1,0,6,1,1,2,2,5,1,4,0,4,0,0,0,5,0,0,0,5,0,4,0,0,0,3,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Mumbai City,7560651,2,0,1,1,0,6,8,0,0,1,0,0,4,4,0,0,1,1,0,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,12,0,0,1,1,1,2,1,2,2,5,1,4,0,5,0,0,0,5,0,0,0,5,0,0,1,2,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
Mumbai City,7561858,1,0,1,1,0,17,17,0,0,1,2,2,2,2,1,1,1,1,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,2,1,9,1,1,1,1,1,1,1,1,4,4,2,2,1,1,9,0,0,25,0,0,1,1,1,3,1,2,3,12,3,9,0,12,0,0,0,11,1,0,0,8,4,9,1,2,0,6,2,0,1,0,0,1,1,0,7,0,1,2,0,1,0,0,0,1
Mumbai City,7568069,1,0,2,1,0,24,24,0,0,1,8,2,8,2,1,1,1,1,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,20,0,4,1,5,3,3,1,1,2,13,5,8,0,4,3,0,5,13,0,0,0,3,10,6,1,1,0,7,4,0,0,0,0,0,3,0,9,1,0,0,0,0,0,0,0,0
Mumbai City,7569233,2,0,1,1,0,9,33,0,0,1,6,6,6,6,2,2,2,2,16,16,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,9,1,1,1,1,1,1,1,4,4,4,1,4,1,1,9,8,0,70,0,0,0,40,11,11,1,2,1,38,10,28,0,37,0,0,1,38,0,0,1,16,21,38,7,1,5,11,2,2,10,0,0,1,6,0,22,2,1,4,0,2,1,0,0,3
Mumbai City,7570738,2,0,1,1,0,11,31,0,0,1,22,22,0,0,15,15,0,0,52,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,205,122,0,31,1,31,35,6,1,2,1,39,6,33,0,37,0,0,2,39,0,0,1,12,26,38,2,13,5,17,0,2,0,0,0,0,9,0,27,1,2,0,0,0,0,0,0,0
Mumbai City,7574910,2,0,1,1,0,4,10,0,0,1,2,2,2,2,1,1,1,1,4,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,3,0,1,1,1,1,2,3,13,9,4,0,7,2,1,2,13,0,0,0,9,4,13,1,5,0,6,0,1,0,0,0,0,2,0,10,1,0,0,0,0,0,0,0,0
Mumbai City,7577331,1,0,1,1,0,8,12,0,0,1,6,6,6,6,6,6,6,6,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,17,0,2,1,4,1,3,1,2,1,12,1,11,0,12,0,0,0,12,0,0,1,0,11,12,3,2,0,2,0,5,0,0,0,0,1,0,9,1,1,0,0,0,0,0,0,1
Mumbai City,7584229,2,0,1,1,0,9,10,0,0,1,16,16,14,14,1,1,1,1,27,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,4,2,2,0,0,8,0,0,1,0,0,1,1,2,3,19,5,14,0,14,2,2,1,19,0,0,0,0,19,3,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3
Mumbai City,7591123,2,0,1,1,0,8,22,0,0,1,5,5,5,5,1,1,1,1,15,15,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,74,0,0,2,23,2,3,1,2,3,30,4,26,0,30,0,0,0,30,0,0,0,9,21,28,9,1,3,9,0,6,0,2,0,26,0,0,25,0,5,0,0,0,0,0,0,8
Mumbai City,7591438,2,0,1,1,0,8,12,0,0,1,12,12,11,11,0,0,1,1,9,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,4,0,0,3,12,13,2,1,2,3,17,3,14,0,17,0,0,0,15,2,0,2,13,2,15,0,0,9,1,0,7,0,0,0,0,3,0,10,0,0,0,0,4,0,0,0,1
Mumbai City,7598579,1,0,1,1,0,7,39,0,0,1,25,25,37,37,1,1,1,1,34,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,4,4,4,4,4,4,1,9,50,37,28,0,10,1,0,19,6,1,2,3,43,10,33,0,42,1,0,0,42,1,0,2,20,21,41,5,1,10,9,4,5,9,0,0,10,0,7,14,4,16,0,1,0,1,0,0,4
Mumbai City,7599538,1,0,1,1,0,4,10,0,0,1,3,3,3,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,1,1,3,4,4,4,1,4,3,1,9,1,0,5,0,0,0,0,5,2,1,2,3,5,2,3,0,4,1,0,0,5,0,0,0,3,2,5,0,0,0,3,1,0,1,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0
