district_area,pseudocode,facility_building_status,facility_no_building_blocks,facility_pucca_building_blocks,facility_boundary_wall,facility_total_class_rooms,facility_other_rooms,facility_classrooms_in_good_condition,facility_classrooms_needs_minor_repair,facility_classrooms_needs_major_repair,facility_separate_room_for_hm,facility_total_boys_toilet,facility_total_boys_func_toilet,facility_total_girls_toilet,facility_total_girls_func_toilet,facility_total_boys_cwsn_toilet,facility_func_boys_cwsn_friendly,facility_total_girls_cwsn_toilet,facility_func_girls_cwsn_friendly,facility_urinal_boys,facility_urinal_girls,facility_handwash_near_toilet,facility_hand_pump_yn,facility_well_prot_yn,facility_tap_yn,facility_othsrc_yn,facility_well_unprot_yn,facility_pack_water_yn,facility_hand_pump_fun_yn,facility_well_prot_fun_yn,facility_tap_fun_yn,facility_othsrc_fun_yn,facility_well_unprot_fun_yn,facility_pack_water_fun_yn,facility_rain_water_harvesting,facility_handwash_facility_for_meal,facility_electricity_availability,facility_solar_panel,facility_library_availability,facility_book_bank,facility_reading_corner,facility_playground_available,facility_playground_alt_yn,facility_medical_checkups,facility_availability_ramps,facility_availability_of_handrails,facility_furniture_availability,facility_phy_lab_cond,facility_chem_lab_cond,facility_bio_lab_cond,facility_math_lab_cond,facility_lang_lab_cond,facility_geo_lab_cond,facility_home_sc_lab_cond,facility_psycho_lab_cond,facility_comp_lab_cond,facility_comp_ict_lab_yn,facility_ict_lab_yn,facility_laptop,facility_tablet,facility_desktop,facility_digiboard,facility_teachdev_tot,facility_server_tot,facility_smart_class_tv_tot,facility_projector,facility_printer,facility_internet,facility_dth,facility_spl_educator_yn,teacher_total_tch,teacher_male,teacher_female,teacher_transgender,teacher_gen_tch,teacher_sc_tch,teacher_st_tch,teacher_obc_tch,teacher_regular,teacher_contract,teacher_part_time,teacher_below_graduate,teacher_graduate,teacher_post_graduate_and_above,teacher_trained_comp,teacher_class_taught_pr,teacher_class_taught_upr,teacher_class_taught_pr_upr,teacher_class_taught_sec_only,teacher_class_taught_hsec_only,teacher_class_taught_upr_sec,teacher_class_taught_sec_hsec,teacher_class_taugt_pre_primary_only,teacher_class_taught_pr_and_pre_pri,teacher_teacher_involve_non_training_assignment,teacher_diploma_certificate,teacher_bachelor_of_ee,teacher_bed_equivalent,teacher_med_equivalent,teacher_other,teacher_none,teacher_diploma_special_edu,teacher_pursuing_rpc,teacher_diploma_ele_edu,teacher_early_childhood_tch,teacher_bed_nursery,teacher_trained_cwsn
Mumbai Suburban,7390170,2,0,1,1,0,4,2,2,0,1,3,3,3,3,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,3,0,0,0,0,1,1,1,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7392891,3,0,1,1,0,2,4,0,0,1,2,2,2,2,1,1,1,1,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,1,1,1,2,2,4,0,4,0,0,0,0,3,4,0,0,1,1,2,3,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
Mumbai Suburban,7399753,3,0,1,1,0,3,2,0,0,1,4,4,4,4,1,1,1,1,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,20,0,1,0,0,1,1,2,2,3,2,0,2,0,2,0,0,0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Mumbai Suburban,7400524,3,0,1,1,0,3,17,0,0,1,3,3,3,3,1,1,0,0,1,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,450,1,0,1,1,1,2,1,1,2,3,15,4,11,0,7,0,0,7,15,0,0,0,9,6,12,0,0,0,15,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,3
Mumbai Suburban,7404716,3,0,1,1,0,2,2,0,0,2,2,2,2,2,1,1,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,2,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7407764,1,0,1,1,0,6,4,0,0,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,1,20,0,0,0,0,1,2,1,2,2,5,4,1,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7416827,2,0,1,1,0,6,6,0,0,1,2,2,2,2,1,1,1,1,6,6,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,0,1,1,2,2,2,6,0,6,0,4,0,0,2,6,0,0,0,0,6,4,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7417865,3,0,1,1,0,8,5,0,0,1,3,3,5,5,1,1,1,1,3,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,1,1,1,2,2,2,1,1,0,0,0,0,1,2,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Mumbai Suburban,7420515,2,0,1,1,0,7,7,0,0,1,3,3,3,3,1,1,1,1,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,10,0,0,0,0,1,2,1,2,3,2,0,2,0,2,0,0,0,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Mumbai Suburban,7422393,2,0,1,2,0,2,4,0,0,1,2,0,2,0,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,4,0,0,1,0,0,2,1,1,1,2,0,2,0,0,1,0,1,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
Mumbai Suburban,7429764,1,0,1,3,0,8,4,0,0,1,2,2,3,3,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,33,0,31,2,0,4,1,1,2,2,4,0,4,0,4,0,0,0,4,0,0,1,2,1,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
Mumbai Suburban,7432173,1,0,1,1,0,6,10,0,0,1,6,6,8,8,1,1,1,1,8,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,15,0,0,1,9,1,1,1,1,1,17,1,16,0,17,0,0,0,17,0,0,1,9,7,17,17,0,0,0,0,0,0,0,0,1,0,0,11,0,3,0,0,0,3,0,0,0
Mumbai Suburban,7436295,3,0,1,6,0,3,1,0,0,1,3,3,3,3,1,1,1,1,4,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,1,0,1,2,2,3,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mumbai Suburban,7445537,3,0,1,1,0,2,30,0,0,1,16,16,16,16,1,1,1,1,20,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,1,2,2,26,21,5,0,6,4,9,5,26,0,0,8,16,2,12,16,6,4,0,0,0,0,0,0,0,22,0,1,0,2,0,1,0,0,0,0,0
Mumbai Suburban,7449299,3,0,1,1,0,5,3,0,0,1,3,3,3,3,1,1,1,1,5,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,17,1,0,0,1,1,1,1,1,2,2,3,2,1,0,1,2,0,0,3,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7460065,2,0,3,1,0,5,36,0,0,1,44,44,0,0,5,5,0,0,49,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,0,0,0,0,2,1,1,3,27,4,23,0,27,0,0,0,27,0,0,2,11,14,26,27,0,0,0,0,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,0,25
Mumbai Suburban,7462170,1,0,1,1,0,5,10,0,0,1,2,2,2,2,1,1,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,15,0,15,1,6,2,2,1,1,2,4,1,3,0,3,0,0,1,4,0,0,4,0,0,2,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7467406,3,0,1,1,0,3,16,3,4,1,4,4,4,4,1,1,1,1,8,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,15,200,1,0,1,1,5,3,1,1,1,2,20,3,17,0,11,6,0,3,14,6,0,0,10,10,19,7,7,2,3,0,1,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,12
Mumbai Suburban,7472043,1,0,1,1,0,5,5,0,0,1,2,2,2,2,2,2,2,2,4,3,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,1,1,1,1,1,1,1,2,0,2,0,0,1,0,1,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Mumbai Suburban,7474082,3,0,1,1,0,6,3,0,0,1,3,3,3,3,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,52,2,10,12,1,1,3,3,1,2,2,3,1,2,0,0,2,0,1,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7478484,3,0,1,1,0,7,22,23,0,1,5,5,11,11,1,1,1,1,13,3,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,20,147,11,0,0,2,4,1,3,1,2,2,42,17,25,0,17,6,0,11,42,0,0,5,17,20,40,19,12,8,3,0,0,0,0,0,0,16,0,17,2,1,0,0,0,6,0,0,0
Mumbai Suburban,7482179,4,0,1,1,0,5,5,0,0,1,3,3,3,3,1,1,1,1,7,4,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,5,131,1,0,0,0,2,1,1,1,2,2,4,2,2,0,0,1,1,2,4,0,0,0,2,2,4,0,0,0,4,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,2
Mumbai Suburban,7484769,1,0,1,1,0,2,2,0,0,1,6,6,6,6,2,2,2,2,8,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,1,1,1,1,2,1,2,2,2,0,2,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7488257,3,0,1,1,0,5,8,0,0,1,4,4,4,4,1,1,0,0,8,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,10,68,13,0,0,0,2,2,3,1,2,3,19,9,10,0,8,3,1,6,19,0,0,0,7,12,19,9,8,2,0,0,0,0,0,0,6,10,0,6,0,0,0,3,0,0,0,0,1
Mumbai Suburban,7488551,3,0,1,1,0,6,6,0,0,1,2,2,2,2,0,0,0,0,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,2,4,3,1,0,4,0,0,0,3,1,0,1,3,0,4,1,1,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7488803,2,0,12,1,0,19,12,0,0,1,4,4,4,4,1,1,1,1,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1,450,1,0,0,1,1,1,1,1,1,3,13,9,4,0,3,5,1,2,13,0,0,0,3,10,10,0,0,0,13,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0
Mumbai Suburban,7499749,3,0,1,1,0,1,0,7,0,1,2,2,3,3,1,1,1,1,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,20,1,0,11,0,1,1,1,1,2,2,6,3,3,0,0,1,1,2,6,0,0,1,5,0,6,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7500049,2,0,1,1,0,2,7,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,10,0,10,1,0,1,2,1,2,1,9,4,5,0,4,1,1,2,9,0,0,0,9,0,8,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
Mumbai Suburban,7501813,1,0,1,1,0,4,4,0,0,1,2,2,2,2,1,1,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,3,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,1,1,1,1,2,2,10,3,7,0,10,0,0,0,7,3,0,1,4,5,9,10,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,0,1,1,0,0,0
Mumbai Suburban,7502242,2,0,16,1,0,6,16,0,0,1,13,13,15,15,1,1,0,0,15,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,1,0,8,1,1,2,2,10,3,7,0,2,2,1,4,10,0,0,2,7,1,10,10,0,0,0,0,0,0,0,0,3,8,0,1,0,1,0,0,0,0,0,0,0
Mumbai Suburban,7505020,3,0,1,1,0,3,3,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,2,1,1,2,3,3,1,2,0,3,0,0,0,3,0,0,1,2,0,3,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7506559,2,0,1,1,0,5,4,0,0,1,3,3,1,1,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,1,0,1,1,1,1,2,2,2,1,1,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7511029,3,0,1,1,0,3,4,0,0,1,5,5,3,3,1,1,1,1,12,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,10,34,2,0,0,0,4,1,1,1,1,2,8,2,6,0,3,0,0,4,7,1,0,1,4,3,7,2,1,2,2,0,1,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7514633,3,0,0,1,0,7,7,0,0,1,2,2,2,2,0,0,1,1,4,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,16,11,0,0,1,1,1,1,1,1,2,4,2,2,0,3,0,0,1,4,0,0,0,2,2,4,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7517972,1,0,1,1,0,15,12,0,0,1,4,4,4,4,1,1,1,1,8,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,15,0,4,0,0,0,1,1,0,1,1,2,3,0,3,0,1,1,0,1,3,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3
Mumbai Suburban,7529519,1,0,1,1,0,8,6,0,0,1,4,4,4,4,1,1,1,1,4,4,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,10,0,0,0,4,4,1,1,1,3,6,2,4,0,3,2,0,1,6,0,0,4,1,1,5,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7530521,2,0,8,1,0,8,6,0,0,1,8,8,8,8,1,1,1,1,8,8,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,40,0,0,1,0,2,1,1,1,2,9,4,5,0,3,4,0,1,9,0,0,3,3,3,9,9,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,2
Mumbai Suburban,7534290,2,0,1,3,0,6,10,0,0,1,1,1,1,1,1,1,1,1,2,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,2,0,4,0,11,1,1,1,4,1,2,3,15,0,15,0,15,0,0,0,10,5,0,4,8,3,6,10,2,3,0,0,0,0,0,0,1,3,0,3,1,2,0,0,0,6,0,0,0
Mumbai Suburban,7537660,1,0,1,1,0,7,7,0,0,1,12,12,15,15,0,0,0,0,20,10,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,90,0,12,0,12,12,5,1,1,3,5,0,5,0,5,0,0,0,5,0,0,3,2,0,3,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0
Mumbai Suburban,7540058,3,0,1,1,0,7,8,0,0,1,9,9,12,12,3,3,3,3,24,12,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,19,0,1,1,2,1,1,1,1,2,5,3,2,0,2,0,1,1,5,0,0,2,2,1,4,4,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,4
Mumbai Suburban,7541810,2,0,1,1,0,5,4,0,0,1,1,1,2,2,1,1,1,1,4,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,25,0,0,0,0,1,3,1,2,2,4,0,4,0,4,0,0,0,4,0,0,2,1,1,1,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0
Mumbai Suburban,7542086,2,0,1,1,0,6,2,0,0,1,3,3,3,3,0,0,1,1,6,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,10,0,0,0,0,3,2,1,1,3,3,0,3,0,2,0,0,1,3,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7545930,1,0,21,1,0,8,32,0,0,1,6,6,6,6,1,1,1,1,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,5,0,30,0,0,0,10,10,3,1,1,3,12,5,7,0,12,0,0,0,7,5,0,4,8,0,1,12,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7553127,2,0,1,6,0,12,6,0,0,1,2,2,1,1,2,2,1,1,3,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,1,6,0,0,0,0,0,2,1,1,3,9,2,7,0,9,0,0,0,9,0,0,4,2,3,8,9,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,1,0,0,3
Mumbai Suburban,7553850,1,0,1,1,0,6,4,0,0,1,2,2,2,2,2,2,2,2,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,3,0,0,0,0,0,1,1,2,3,4,4,0,0,2,0,0,2,4,0,0,0,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7554052,2,0,1,1,0,5,6,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,10,0,0,0,0,3,2,1,2,3,4,0,4,0,1,3,0,0,4,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Mumbai Suburban,7557472,3,0,1,1,0,1,4,0,0,1,1,1,2,2,2,2,2,2,4,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,27,14,0,1,0,1,0,2,2,2,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7558468,2,0,1,1,0,2,6,0,0,2,1,1,2,2,1,1,0,0,1,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,2,0,1,1,0,1,1,1,2,3,5,0,5,0,5,0,0,0,5,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0
Mumbai Suburban,7560958,2,0,1,1,0,2,4,0,0,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,2,0,1,1,1,1,1,1,2,2,4,1,3,0,4,0,0,0,4,0,0,3,1,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2
Mumbai Suburban,7564708,3,0,1,1,0,4,8,0,0,1,4,4,4,4,1,1,1,1,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,315,14,0,1,0,1,1,2,1,2,3,13,9,4,0,9,0,0,3,11,2,0,0,7,6,13,0,0,0,12,0,1,0,0,0,1,1,0,11,0,1,0,0,0,0,0,0,0
Mumbai Suburban,7567947,3,0,1,1,0,4,18,0,0,1,4,4,4,4,1,1,1,1,8,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,81,2,0,0,0,1,0,1,1,2,2,13,9,4,0,6,1,0,4,13,0,0,6,4,3,5,8,2,3,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,1,0,0,1
Mumbai Suburban,7574188,3,0,1,1,0,3,6,0,0,2,3,3,3,3,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,25,0,10,1,0,0,1,1,2,2,2,3,2,1,0,0,0,1,1,3,0,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,7580941,3,0,1,7,0,4,11,0,0,1,2,2,3,3,1,1,2,2,7,2,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,1,1,2,2,11,3,8,0,5,0,1,4,11,0,0,1,7,3,9,7,0,1,1,0,2,0,0,0,0,7,0,3,0,1,0,0,0,0,0,0,2
Mumbai Suburban,7581406,2,0,1,1,0,7,4,0,0,1,4,4,2,2,1,1,1,1,6,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,4,0,35,0,4,1,4,4,1,1,2,1,6,0,6,0,6,0,0,0,5,0,1,4,2,0,6,6,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,4,0,0,0
Mumbai Suburban,7587237,3,0,1,1,0,2,3,0,0,1,1,1,1,1,1,1,1,1,5,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,1,0,1,2,2,2,4,2,2,0,4,0,0,0,4,0,0,1,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Mumbai Suburban,7587876,2,0,1,1,0,2,6,0,0,2,2,2,2,2,1,1,1,1,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,4,0,0,0,1,0,1,1,2,2,3,0,3,0,0,0,0,3,3,0,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
